Title,Price,Ratings
"2020_HP 14 14.0"" WLED-Backlit Display Laptop, AMD Athlon Silver 3050U Up to 3.2GHz (Beats i5-7200U), 4GB DDR4 RAM, 128GB SSD, 802.11AC WiFi+ Bluetooth 4.2, Type-C, HDMI, Black, Windows 10",$294.50,5.0 out of 5 stars
"VivoBook 17 17.3"" Laptop - AMD Ryzen 7 - 12GB Memory - AMD Radeon RX Vega 10 - 512GB SSD - Transparent Silver Model:X712DA-BR7N6SKU:6403423",$698.98,3.3 out of 5 stars
Cruel Peter,$2.99,3.6 out of 5 stars
"LG Gram Laptop - 15.6"" Full HD IPS, Intel 10th Gen Core i5 (10210U CPU), 8GB DDR4 2666MHz RAM, 512GB NVMeTM SSD, Up to 21 Hours Battery, Intel UHD Graphics - 15Z995-U.ARS6U1 (2020)","$1,209.99",3.9 out of 5 stars
"Lenovo - ThinkPad L13 Yoga 2-in-1 13.3"" Touch-Screen Laptop - Intel Core i5-1021U - 8GB Memory - 256GB SSD - Black",$735.88,-1
"Lenovo IdeaPad Flex 5 14"" Convertible Laptop, FHD (1920 x 1080) Touch Display, Intel Core i5-1035G1 Processor, 8GB DDR4 OnBoard RAM, 128GB SSD, Intel UHD Graphics, Win 10, 81X1004RUS, Graphite Grey",$699.99,4.0 out of 5 stars
"HP Chromebook 11-Inch Laptop, Intel Celeron N3060 Processor, 2 GB SDRAM, 16 GB eMMC Storage, Chrome OS (11-v000nr, Ash Gray)",$0,4.3 out of 5 stars
"ASUS ZenBook 13 Ultra Slim Laptop, 13.3” FHD WideView, 8th-Gen Intel Core i7-8565U CPU, 16GB RAM, 512GB PCIe SSD, Backlit KB, NumberPad, Military Grade, TPM, Windows 10 Pro, UX333FA-AB77, Royal Blue",$975.32,4.1 out of 5 stars
"XIDU 2020 Newest 12.5"" Tour Pro Touchcreen Laptop with Backlit Keyboard Ultrabook | 2.5K(2560X1440) IPS | Fingerprint | Intel 8th 3867U Processor | 8GB DDR3+128GB eMMC | Win10 Home for On-The-Go",$399.99,4.1 out of 5 stars
"ASUS ZenBook 15 Laptop, 15.6” UHD 4K NanoEdge Display, Intel Core i7-10510U, GeForce GTX 1650, 16GB, 512GB PCIe SSD, ScreenPad 2.0, Amazon Alexa Compatible, Windows 10, Icicle Silver, UX534FTC-AS77","$1,131.66",4.0 out of 5 stars
"Latest_ASUS Laptop E14, 14"" HD, Intel Celeron N4000 Processor, 4GB RAM, 64GB eMMC + 32GB USB Flash Drive Storage, Webcam, Bluetooth, Windows 10, Slate Gray",$388.75,-1
"HP 15-dw0037wm Notebook 15.6"" HD i3-8145U 2.1GHz 8GB RAM 1TB HDD Win 10 Home Ghost Silver",$0,5.0 out of 5 stars
"LG 17” Gram Laptop, with Intel Core i7 Processor, WQXGA (2560 x 1600) IPS Screen, 16GB DDR4 RAM & 512 GB SSD, & Windows 10 Professional (64 bit) OS","$1,699.99",-1
"Newest HP 14 Laptop, 14"" Widescreen LED, AMD Athlon 3050U 2.3 gigahertz, 4GB DDR4 RAM, 128GB SSD, Wi-Fi, HDMI, Webcam, Windows 10 Home in S, Jet Black + TSBEAU 16GB Micro SD Card",$399.00,4.4 out of 5 stars
"HP Chromebook 14-inch (1920x1080) FHD IPS WLED-Backlit Display Laptop PC, Intel Dual Core Celeron N3350 up to 2.4GHz, 4GB LPDDR4 RAM, 32GB eMMC, B&O Play, Webcam, Bluetooth, Chrome OS",$0,4.1 out of 5 stars
"2019 HP 14“ Laptop (Intel Pentium Gold 2.3GHz, Dual Cores, 4GB DDR4 RAM, 128GB SSD, Wi-Fi, Bluetooth, HDMI, Windows 10 Home) (Ash Silver) (14-CF0012DX)",$425.99,4.3 out of 5 stars
"2019 Newest Lenovo IdeaPad 15.6"" HD High Performance Laptop PC |7th Gen AMD A9-9425 Dual-Core 3.10 GHz| 4GB RAM | 128GB SSD | 802.11ac | Bluetooth | DVD+/-RW | HDMI | Win 10",$510.00,4.0 out of 5 stars
"HP 14"" Laptop - 10th Gen Intel Core i3-1005G1 Processor 1.2GHz 4GB DDR4 2666 SDRAM 128GB SSD 14-dq1033cl",$449.00,4.1 out of 5 stars
"ASUS - ROG Zephyrus G14 14"" Gaming Laptop - AMD Ryzen 9 - 16GB Memory - NVIDIA GeForce RTX 2060 - 1TB SSD - Moonlight White",$0,3.8 out of 5 stars
"CHUWI Herobook Pro 14.1 inch Windows 10 Intel N4000 Dual Core 8GB RAM 256GB ROM Notebook,Thin and Lightweight Laptop,BT4.0 (Herobook Pro(2020))",$299.00,4.0 out of 5 stars
"iProda Laptop, 14.1 Inch Notebook (Intel Celeron 3867U 1.8GHz, 8GB RAM, 256GB SSD, Windows 10 Professional) with 1080P FHD Display, Lightweight, Best for Work at Home",$299.98,2.5 out of 5 stars
"2019 Dell Latitude 3500 15.6"" FHD Business Laptop Computer, 8th Gen Intel Quad-Core i5-8265U up to 3.9GHz, 8GB DDR4 RAM, 256GB SSD, 802.11ac WiFi, Bluetooth 5.0, USB 3.1, HDMI, Windows 10 Professional",$749.29,5.0 out of 5 stars
"2020_HP_14 Pavilion 14"" HD Laptop, AMD Athlon Silver 3050U 2.3GHz, 4GB DDR4 RAM, 128GB SSD, HDMI, 802.11ac, WiFi, Bluetooth, HDMI, Webcam, Windows 10 with Santex Pro Accessories",$349.00,4.0 out of 5 stars
"2020 HP Pavilion x360 2-in-1 Laptop Computer/ 14"" Full HD Touchscreen/ 10th Gen Intel Core i5-10210U Up to 4.1GHz/ 16GB DDR4 Memory/ 256GB PCIe SSD/ AC WiFi/ HDMI/ Gold/ Windows 10",$864.16,5.0 out of 5 stars
"ASUS VivoBook 17 S712 Thin and Light Laptop, 17.3” FHD Display, AMD Ryzen 3 3250U CPU, 8GB RAM, 128GB SSD + 1TB HDD, Windows 10 Home, Transparent Silver, S712DA-DB36",$549.99,-1
"Acer TravelMate P2 Business Laptop, 15.6"" FHD IPS, Intel Core i5-8250U, 8GB DDR4, 256GB SSD, 9.5 Hrs Battery, Win 10 Pro, TPM 2.0, Mil-Spec, Fingerprint Reader, TMP215-51-51RB",$700.09,4.0 out of 5 stars
"Lenovo ThinkPad T590 Laptop - 15.6"" FHD IPS - 1.6GHz Intel Core i5-8265U Quad-Core - 256GB SSD - 8GB - Windows 10 Pro",$899.99,4.7 out of 5 stars
"ASUS ROG Strix G17 (2020) Gaming Laptop, 17.3” 144Hz IPS Type FHD, NVIDIA GeForce RTX 2070, Intel Core i7-10750H, 16GB DDR4, 512GB PCIe NVMe SSD, RGB KB, Windows 10, G712LW-ES74","$1,699.99",4.3 out of 5 stars
"ASUS TUF VR Ready Gaming Laptop, 15.6"" IPS FHD, AMD Ryzen 7-4800H Octa-Core up to 4.20 GHz, NVIDIA RTX 2060, 16GB RAM, 1TB SSD, RGB Backlit KB, RJ-45 Ethernet, Win 10","$1,329.00",4.2 out of 5 stars
"LG Gram Laptop - 17"" IPS WQXGA (2560 x 1600) Intel 10th Gen Core i7 1065G7 CPU, 16GB RAM, 1TB M.2 NVMe SSD (512GB x2), 17 Hour Battery, Thunderbolt 3 - 17Z90N (2020)","$1,670.20",4.5 out of 5 stars
"ASUS ZenBook 13 Ultra Slim Laptop, 13.3” FHD WideView, 8th-Gen Intel Core i7-8565U CPU, 16GB RAM, 512GB PCIe SSD, Backlit KB, NumberPad, Military Grade, TPM, Windows 10 Pro, UX333FA-AB77, Royal Blue",$975.32,4.1 out of 5 stars
"ASUS ZenBook 15 Laptop, 15.6” UHD 4K NanoEdge Display, Intel Core i7-10510U, GeForce GTX 1650, 16GB, 512GB PCIe SSD, ScreenPad 2.0, Amazon Alexa Compatible, Windows 10, Icicle Silver, UX534FTC-AS77","$1,131.66",4.0 out of 5 stars
"ASUS ZenBook 15 Laptop, 15.6” UHD 4K NanoEdge Display, Intel Core i7-10510U, GeForce GTX 1650, 16GB, 512GB PCIe SSD, ScreenPad 2.0, Amazon Alexa Compatible, Windows 10, Icicle Silver, UX534FTC-AS77","$1,131.66",4.0 out of 5 stars
"XIDU 2020 Newest 12.5"" Tour Pro Touchcreen Laptop with Backlit Keyboard Ultrabook | 2.5K(2560X1440) IPS | Fingerprint | Intel 8th 3867U Processor | 8GB DDR3+128GB eMMC | Win10 Home for On-The-Go",$399.99,4.1 out of 5 stars
"2019 New Dell Inspiron 17 PC Laptop: 17.3 Inch FHD(1980x1080) Non-Touch IPS Display, Intel CPU-i3-7020u, 8GB RAM, 1TB HDD, WiFi, Bluetooth, HDMI, Webcam, DVDRW, Windows 10",$635.00,4.1 out of 5 stars
"XIDU 2020 Newest 12.5"" Tour Pro Touchcreen Laptop with Backlit Keyboard Ultrabook | 2.5K(2560X1440) IPS | Fingerprint | Intel 8th 3867U Processor | 8GB DDR3+128GB eMMC | Win10 Home for On-The-Go",$399.99,4.1 out of 5 stars
Samsung Galaxy Book Ion 15.6” Laptop| QLED Display and Intel Core i7 Processor | 12GB Memory | 512GB SSD | Long Battery Life and Windows 10 Operating System | (NP950XCJ-K01US),"$1,299.99",3.9 out of 5 stars
"HP Pavilion 2019 15.6 HD LED Laptop Notebook Computer PC, Intel I5-8265U, 8GB DDR4 RAM, 256GB PCIe Nvme SSD, USB 3.1, USB-C, Bluetooth, Webcam, Wi-Fi, Fast Charging, Windows 10 Home, Gold",$669.00,4.5 out of 5 stars
"ASUS ZenBook 15 Laptop, 15.6” UHD 4K NanoEdge Display, Intel Core i7-10510U, GeForce GTX 1650, 16GB, 512GB PCIe SSD, ScreenPad 2.0, Amazon Alexa Compatible, Windows 10, Icicle Silver, UX534FTC-AS77","$1,131.66",4.0 out of 5 stars
"2020 HP Pavilion 15.6 Inch Touchscreen Laptop, Intel 2-Core i3-1005G1 up to 3.4GHz, Intel UHD Graphics, 8GB DDR4 RAM, 512GB SSD, HDMI, WiFi, Bluetooth, Webcam, Windows 10 Home",$0,4.7 out of 5 stars
Samsung BD-HM57C Smart Blu-ray Player with Built-in Wi-Fi (Derivative),$0,3.9 out of 5 stars
"Lenovo Thinkpad T480s Ultrabook Laptop Intel i7-8650U, 16GB RAM, 512GB SSD, 14-in FHD IPS, Win10 Pro","$1,179.00",4.5 out of 5 stars
"Latest_ASUS Laptop E14, 14"" HD, Intel Celeron N4000 Processor, 4GB RAM, 64GB eMMC + 32GB USB Flash Drive Storage, Webcam, Bluetooth, Windows 10, Slate Gray",$388.75,-1
"Lenovo V14-ARE 82DQ000PUS 14"" Notebook - 1920 x 1080 - Ryzen 5 4500U - 8 GB RAM - 256 GB SSD - Iron Gray - Windows 10 Pro 64-bit - AMD Radeon Graphics - Twisted nematic (TN) - English Keyboard -",$594.49,4.6 out of 5 stars
"HP Chromebook 11-Inch Laptop, Intel Celeron N3060 Processor, 2 GB SDRAM, 16 GB eMMC Storage, Chrome OS (11-v000nr, Ash Gray)",$0,4.3 out of 5 stars
"HP High Performance 15.6 inch HD Touchscreen Backlit Keyboard Laptop PC, 8th Gen Intel Core i5-8250U Quad-Core, 8GB DDR4, 2TB HDD + 128GB SSD, DVD RW, Bluetooth, WIFI, Windows 10",$0,4.0 out of 5 stars
"2019 New Lenovo 300e Flagship 2-in-1 Business Laptop/Tablet, 11.6"" HD IPS Touchscreen, Intel Celeron Quad-Core N3450 up to 2.2GHz, 4GB DDR4, 64GB eMMC, Windows 10 S/Pro, Choose Flash Drive",$389.99,4.2 out of 5 stars
"ASUS ZenBook 14 UM433DA-DH75 90NB0PD6-M00680 Silver Laptop/Ryzen 7 3700U/8GB/512GB PCIe SSD/14.0"" Flat Full HD (1920x1080)/AMD Radeon RX Vega 10/Windows 10 Home",$899.00,-1
YELLYOUTH Netbook 14 inch Thin and Light Mini Notebook Laptop Full HD Intel Dual Core CPU 1.04Ghz up to 2.3Ghz 4GB RAM 64GB eMMC Laptop with WiFi HDMI Windows 10 Home,$229.99,3.1 out of 5 stars
"BMAX 2 in 1 Convertible Laptop, 11.6"" FHD (1920 X 1080) IPS Touchscreen, Intel Quad-Core Celeron N4120, 8GB DDR4, 256GB SATA SSD, Expandable 1TB SSD, Windows 10, Type-C, HDMI, All-Metal Body",$369.00,3.8 out of 5 stars
"New HP 14"" Full HD IPS 1080p Crisp Screen Light and Fast Laptop PC, Backlit Keyboard, 8th Gen Intel i3-8130U Dual-Core Processor 4GB RAM 128GB SSD 802.11ac Bluetooth 4.2 HDMI Windows 10 - Silver",$529.00,4.2 out of 5 stars
"New HP 14-dq0005cl Laptop with Office 365 14"" 4GB RAM 64GB 14-dq0005cl",$0,4.6 out of 5 stars
"Dell Inspiron 17 3793 2020 Premium 17.3” FHD Laptop Notebook Computer, 10th Gen 4-Core Intel Core i5-1035G1 1.0 GHz, 16GB RAM, 512GB SSD + 1TB HDD, DVD,Webcam,Bluetooth,Wi-Fi,HDMI, Win 10 Home",$925.00,4.5 out of 5 stars
"2020 New 15.6"" Laptop - Intel Quad-CPU Intel Celeron J3455 1.5GHz - 8GB Memory - 128GB Emmc -10000mAh Large Capacity Battery Endurance",$309.99,3.5 out of 5 stars
Red Rock - Season 1,$0,4.3 out of 5 stars
"Microsoft Surface Laptop 2 (Intel Core i5, 8GB RAM, 256 GB)  - Black",$854.99,4.3 out of 5 stars
"2019 Lenovo Legion Y545 15.6"" FHD Gaming Laptop Computer, 9th Gen Intel Hexa-Core i7-9750H Up to 4.5GHz, 16GB DDR4 RAM, 1TB HDD + 512GB PCIE SSD, GeForce GTX 1660 Ti 6GB GDDR6, Windows 10","$1,229.95",4.2 out of 5 stars
"2019 Lenovo ideapad S340 15.6"" HD Premium Home & Business Laptop, Intel Quad Core i5-8265U Upto 3.9GHz, 8GB RAM, 128GB SSD, USB-C, WiFi, HDMI, Webcam, Windows 10, Dark Orchid",$579.00,4.5 out of 5 stars
"iProda Laptop, 14.1 Inch Notebook (Intel Celeron 3867U 1.8GHz, 8GB RAM, 256GB SSD, Windows 10 Professional) with 1080P FHD Display, Lightweight, Best for Work at Home",$299.98,2.5 out of 5 stars
"iProda Laptop, 14.1 Inch Notebook (Intel Celeron 3867U 1.8GHz, 8GB RAM, 256GB SSD, Windows 10 Professional) with 1080P FHD Display, Lightweight, Best for Work at Home",$299.98,2.5 out of 5 stars
Law Office on a Laptop: How to Set Up Your Successful Mobile Law Practice,$14.99,4.0 out of 5 stars
"Apple MacBook Air 13.3-Inch Laptop MD760LL/B, 4GB Ram - 128GB SSD - 1.4 GHz Intel i5 Dual Core (Renewed)",$529.99,4.1 out of 5 stars
"LG Gram Laptop - 17"" IPS WQXGA (2560 x 1600) Intel 10th Gen Core i7 1065G7 CPU, 16GB RAM, 1TB M.2 NVMe SSD (512GB x2), 17 Hour Battery, Thunderbolt 3 - 17Z90N (2020)","$1,670.20",4.5 out of 5 stars
"Latest_ASUS Laptop E14, 14"" HD, Intel Celeron N4000 Processor, 4GB RAM, 64GB eMMC + 32GB USB Flash Drive Storage, Webcam, Bluetooth, Windows 10, Slate Gray",$388.75,-1
"Lenovo Legion Y540-15 Gaming Laptop, 15.6"" IPS, 60Hz, 300 nits, Intel Core i7-9750H Processor, 16G DDR4 2666Mz, 512GB, 1TB 7200, NVIDIA GTX1660Ti, Win 10, 81SX00NNUS, Raven Black","$1,299.00",4.7 out of 5 stars
"ASUS Chromebook-Laptop- 11.6"" Ruggedized and Spill Resistant Design-with 180 Degree-Hinge, Intel N3060 Celeron 4GB DDR3, 32GB eMMC, Chrome OS- C202SA-YS04 Dark Blue",$0,4.2 out of 5 stars
"2020_HP Pavilion x360 14"" FHD Touchscreen 2-in-1 Laptop, Intel Core i5-1035G1 (Up to 3.60GHz), 8GB RAM, 256GB SSD, Webcam, 802.11ac, HDMI, Bluetooth, Fingerprint Reader, Win10, w/Santax Accessories",$699.00,-1
"LG Gram Laptop - 17"" IPS WQXGA (2560 x 1600) Intel 10th Gen Core i7 1065G7 CPU, 16GB RAM, 1TB M.2 NVMe SSD (512GB x2), 17 Hour Battery, Thunderbolt 3 - 17Z90N (2020)","$1,670.20",4.5 out of 5 stars
"Microsoft  Surface Laptop 2 (Intel Core i5, 8GB RAM, 256GB) - Platinum",$0,4.3 out of 5 stars
"Newest 2019 Flagship Lenovo IdeaPad 330S 15.6"" Laptop Intel Core i3 4GB Memory 128GB Solid State Drive Midnight Blue",$445.00,4.7 out of 5 stars
"HP 255 G7 15.6"" HD Display Laptop, AMD A4-9125 Dual-core Processor, 16GB RAM, 512GB SSD, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 10 Home + Ptech 16GB Micro SD Card Bundle",$689.99,4.3 out of 5 stars
"Latest_Dell Inspiron 15 5000 15.6"" FHD Display Laptop, 10th Generation Intel Core i5-1035G1 Processor, 8GB RAM, 256GB SSD, Fingerprint Reader, Wireless+Bluetooth, HDMI，Window 10",$749.00,4.7 out of 5 stars
"ASUS ZenBook 13 Ultra Slim Laptop, 13.3” FHD WideView, 8th-Gen Intel Core i7-8565U CPU, 16GB RAM, 512GB PCIe SSD, Backlit KB, NumberPad, Military Grade, TPM, Windows 10 Pro, UX333FA-AB77, Royal Blue",$975.32,4.1 out of 5 stars
"Acer Aspire 7 Laptop, 15.6"" Full HD IPS Display, AMD Ryzen 5 3550H, NVIDIA GeForce GTX 1650, 8GB DDR4, 512GB NVMe SSD, Backlit Keyboard, Windows 10 Home, A715-41G-R7X4",$749.99,-1
"MSI GS66 Stealth 10SE-039 15.6"" 240Hz 3ms Ultra Thin and Light Gaming Laptop Intel Core i7-10750H RTX 2060 16GB 512GB NVMe SSD Win10PRO VR Ready","$1,549.99",4.3 out of 5 stars
"ASUS Laptop L410 Ultra Thin Laptop, 14” FHD Display, Intel Celeron N4020 Processor, 4GB RAM, 64GB Storage, NumberPad, Windows 10 Home in S Mode, Star Black, L410MA-DB02",$249.99,-1
"Acer Aspire 3 Newest 14-Inch Premium Laptop - AMD A9-9420e 1.8GHz up to 2.7GHz, AMD Radeon R5, 4GB DDR4 RAM, 128GB SSD, HDMI, WiFi, Bluetooth, Webcam, Windows 10 Home, Black",$424.99,3.9 out of 5 stars
"Dell G5 15 Gaming Laptop (Windows 10 Home, 9th Gen Intel Core i7-9750H, NVIDIA GTX 1650, 15.6"" FHD LCD Screen, 256GB SSD and 1TB SATA, 16 GB RAM) G5590-7679BLK-PUS","$1,211.64",4.3 out of 5 stars
"ASUS ZenBook Duo UX481 Laptop, 14” FHD NanoEdge Bezel Touch, Intel Core i7-10510U, GeForce MX250, 16GB RAM, 1TB PCIe SSD, Innovative ScreenPad Plus, Windows 10 Pro, Celestial Blue, UX481FL-XS74T",$0,4.1 out of 5 stars
"AVITA Clarus 14"" Laptop, Windows 10, Intel Core i5 Processor, 8GB RAM, 128GB SSD Storage, All Metal - (CN6314F551) (Silver)",$398.00,3.2 out of 5 stars
"HP EliteBook 850 G6 15.6"" Notebook - 1920 x 1080 - Core i5 i5-8265U - 16 GB RAM - 512 GB SSD - Windows 10 Pro 64-bit - Intel UHD Graphics 620 - in-Plane Switching (IPS) Technology - English Keybo","$1,169.00",5.0 out of 5 stars
"2020 15.6"" Laptop - Intel Quad-Core Atom x5 E8000 Processor - 4GB Memory - 64GB eMMC -10000mAh Large Capacity Battery Endurance- Ash Silver Keyboard Frame",$249.99,3.6 out of 5 stars
"2020_HP Pavilion x360 14"" FHD Touchscreen 2-in-1 Laptop, Intel Core i5-1035G1 (Up to 3.60GHz), 8GB RAM, 256GB SSD, Webcam, 802.11ac, HDMI, Bluetooth, Fingerprint Reader, Win10, w/Santax Accessories",$699.00,-1
"Samsung Electronics XE500C13 Chromebook 3 2GB RAM 16GB SSD Laptop, 11.6""",$0,4.3 out of 5 stars
"2019 Dell Inspiron 15 6"" HD Touchscreen Flagship Premium Laptop Computer, 8th Gen Intel Core i3-8145U Up to 3.1GHz, 8GB DDR4 RAM, 128GB SSD, HDMI, USB 3.0, Bluetooth, WiFi, Windows 10 Home",$0,4.2 out of 5 stars
"Asus ROG Strix G (2019) Gaming Laptop, 15.6” IPS Type FHD, NVIDIA GeForce GTX 1650, Intel Core i7-9750H, 16GB DDR4, 1TB PCIe Nvme SSD, RGB KB, Windows 10 Home, GL531GT-EB76","$1,219.00",4.2 out of 5 stars
"Lenovo ThinkPad X1 Carbon 7th Generation 14” Full HD Laptop, i5-8265U, 8GB Ram, 512GB SSD, Win 10 Pro - 3 YR Warranty","$1,249.00",3.7 out of 5 stars
"New HP Pavilion Laptop 15.6"" Full HD Display, AMD Ryzen 5 3500U, AMD Radeon Vega 8 Graphics, 8GB SDRAM, 1TB HDD + 128GB SSD",$630.00,4.5 out of 5 stars
"Asus Vivobook S15 S532 Thin & Light Laptop, 15.6” FHD, Intel Core i5-10210U CPU, 8GB DDR4 RAM, 512GB PCIe SSD, Windows 10 Home, Ir Camera, S532FA-DH55, Transparent Silver-Metal",$776.99,4.4 out of 5 stars
"ASUS ZenBook 13 Ultra Slim Laptop, 13.3” FHD WideView, 8th-Gen Intel Core i7-8565U CPU, 16GB RAM, 512GB PCIe SSD, Backlit KB, NumberPad, Military Grade, TPM, Windows 10 Pro, UX333FA-AB77, Royal Blue",$975.32,4.1 out of 5 stars
"2019 HP Chromebook x360 11.6” HD High Performance 2-in-1 Tablet Laptop Computer, Intel Celeron N3350 up to 2.4GHz, 4GB DDR4 RAM, 32GB eMMC, 2x2 802.11AC WiFi, Bluetooth 4.2, USB 3.1, Chrome OS",$0,4.4 out of 5 stars
"ASUS ZenBook 13 Ultra Slim Laptop, 13.3” FHD WideView, 8th-Gen Intel Core i7-8565U CPU, 16GB RAM, 512GB PCIe SSD, Backlit KB, NumberPad, Military Grade, TPM, Windows 10 Pro, UX333FA-AB77, Royal Blue",$975.32,4.1 out of 5 stars
"Microsoft  Surface Laptop 2 (Intel Core i5, 8GB RAM, 256GB) - Platinum",$0,4.3 out of 5 stars
"Latest_ASUS Laptop E14, 14"" HD, Intel Celeron N4000 Processor, 4GB RAM, 64GB eMMC + 32GB USB Flash Drive Storage, Webcam, Bluetooth, Windows 10, Slate Gray",$388.75,-1
"LG Gram Laptop - 17"" IPS WQXGA (2560 x 1600) Intel 10th Gen Core i7 1065G7 CPU, 16GB RAM, 1TB M.2 NVMe SSD (512GB x2), 17 Hour Battery, Thunderbolt 3 - 17Z90N (2020)","$1,670.20",4.5 out of 5 stars
"XIDU 2020 Newest 12.5"" Tour Pro Touchcreen Laptop with Backlit Keyboard Ultrabook | 2.5K(2560X1440) IPS | Fingerprint | Intel 8th 3867U Processor | 8GB DDR3+128GB eMMC | Win10 Home for On-The-Go",$399.99,4.1 out of 5 stars
"iProda Laptop, 14.1 Inch Notebook (Intel Celeron 3867U 1.8GHz, 8GB RAM, 256GB SSD, Windows 10 Professional) with 1080P FHD Display, Lightweight, Best for Work at Home",$299.98,2.5 out of 5 stars
"ASUS ZenBook 15 Laptop, 15.6” UHD 4K NanoEdge Display, Intel Core i7-10510U, GeForce GTX 1650, 16GB, 512GB PCIe SSD, ScreenPad 2.0, Amazon Alexa Compatible, Windows 10, Icicle Silver, UX534FTC-AS77","$1,131.66",4.0 out of 5 stars
"ASUS ZenBook 13 Ultra-Slim Laptop- 13.3” Full HD Wideview, 8th Gen Intel Core I5-8265U, 8GB LPDDR3, 512GB PCIe SSD, Backlit KB, Fingerprint, Windows 10- UX331FA-AS51 Slate Grey",$699.99,4.2 out of 5 stars
"ASUS ExpertBook B9450 Thin and Light Business-Laptop, 14” FHD, Intel Core i7-10510U-Processor, 512GB PCIe SSD, 16GB-RAM, Windows 10 Pro, Up to 24 Hrs-Battery Life,-Sleeve, B9450FA-XS74","$1,699.00",4.1 out of 5 stars
"2019 ASUS ROG 15.6"" FHD Gaming Laptop Computer, Intel Hexa-Core i7-9750H Up to 4.5GHz, 16GB DDR4, 1TB HDD + 512GB SSD, NVIDIA GeForce GTX 1650, 802.11ac WiFi, HDMI, USB 3.0, Windows 10","$1,120.00",4.4 out of 5 stars
"HP 14 (9XM12UA) Laptop, 14"" HD Display, AMD Athlon Silver 3050U Upto 3.2GHz, 4GB RAM, 128GB SSD, Vega 3, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 10 Home",$349.00,4.7 out of 5 stars
"HP High Performance Probook 14"" Business Laptop, Intel 8th Gen i5-8250U Quad-core, 256GB SSD, 8GB RAM, 802.11ac Wireless, USB C, HDMI/VGA , Bluetooth, Ethernet, Only 3.6 lbs, Windows 10 Pro",$743.00,3.3 out of 5 stars
"Prostar NH77DDW 17.3 Inch FHD 144Hz, Intel i7-10875H, RTX 2060, 32GB 3200Mhz, 500GB NVMe SSD, 1TB NVMe SSD, Windows 10 Home, Slim Bezel Gaming Laptop","$1,559.00",4.8 out of 5 stars
"2020 Newest HP 14"" Premium FHD IPS Laptop, 10th Gen i5-1035G4 (up to 3.7GHz, Beat i7-7500), 8GB RAM, 256GB SSD, HDMI, WiFi, Bluetooth, Windows 10",$563.39,4.0 out of 5 stars
"Dell Inspiron 15.6"" HD Business Laptop, AMD A9-9425, Radeon R5 Integrated APU, 8GB RAM, 256GB SSD, Wireless AC, Bluetooth, Webcam, MaxxAudio, HDMI, Windows 10 Professional, Accessory Bundle",$549.00,-1
"ROG Zephyrus M Thin and Portable Gaming Laptop, 15.6” 240Hz FHD IPS, NVIDIA GeForce GTX 1660 Ti, Intel Core i7-9750H, 16GB DDR4 RAM, 512B PCIe SSD, Per-Key RGB, Windows 10 Pro, GU502GU-XH74-BL, Blue","$1,349.00",4.0 out of 5 stars
"Latest_ASUS Laptop E14, 14"" HD, Intel Celeron N4000 Processor, 4GB RAM, 64GB eMMC + 32GB USB Flash Drive Storage, Webcam, Bluetooth, Windows 10, Slate Gray",$388.75,-1
"LG Gram Laptop - 17"" IPS WQXGA (2560 x 1600) Intel 10th Gen Core i7 1065G7 CPU, 16GB RAM, 1TB M.2 NVMe SSD (512GB x2), 17 Hour Battery, Thunderbolt 3 - 17Z90N (2020)","$1,670.20",4.5 out of 5 stars
"HP EliteBook 850 G6 15.6"" Notebook - 1920 x 1080 - Core i5 i5-8265U - 16 GB RAM - 512 GB SSD - Windows 10 Pro 64-bit - Intel UHD Graphics 620 - in-Plane Switching (IPS) Technology - English Keybo","$1,169.00",5.0 out of 5 stars
"Dell Inspiron 15 Touchscreen HD Laptop Bundle with WOOV Accessory, 10th Gen Intel Core i3-1005G1, 16GB RAM, 256GB PCIe SSD Boot + 1TB HDD, Wireless-AC, HDMI, Windows 10 Home - Black",$641.96,4.7 out of 5 stars
"MSI GP65 Leopard 10SEK-048 15.6"" 144Hz 3ms Gaming Laptop Intel Core i7-10750H RTX 2060 16GB 512GB NVMe SSD Win10 VR Ready","$1,399.00",4.3 out of 5 stars
"LG Gram Laptop - 15.6"" IPS Touchscreen, Intel 10th Gen Core i7 1065G7 CPU, 16GB RAM, 1TB M.2 MVMe SSD (512GB x 2), 17 Hour Battery, Thunderbolt 3 - 15Z90N (2020), Model:15Z90N-R.AAS9U1","$1,693.26",4.2 out of 5 stars
"HP Envy 13 Laptop, Intel Core i7-1065G7, 8 GB Ram, 256 GB SSD Storage, 13.3” Full HD Touchscreen, Windows 10 Home, Fingerprint Reader (13-ba0010nr, 2020 Model)",$0,4.2 out of 5 stars
"Dell Latitude 3000 3500 15.6"" Notebook - 1920 X 1080 - Core i7-8565U - 8GB RAM - 256GB SSD",$965.80,5.0 out of 5 stars
"ASUS - TUF Gaming FX705GM 17.3"" Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1060 - 512GB Solid State Drive - Black","$1,199.00",4.2 out of 5 stars
"2019 HP High Performance 2-in-1 15.6"" Full HD Touchscreen Convertible Laptop PC, Intel Core i3-8130U Processor, 8GB DDR4 RAM, 1TB HDD + 16GB SSD, Backlit Keyboard, HDMI, HP Active Pen, Windows 10",$839.99,4.0 out of 5 stars
